Make,Model,Ex-Showroom_Price,Displacement,Cylinders,Engine_Location,Fuel_Tank_Capacity,Fuel_Type,Body_Type,Type
Mahindra,Xylo,963037,2489,4.0,"Front, Longitudinal",55.0,Diesel,SUV,Manual
Mahindra,Xylo,1004487,2489,4.0,"Front, Longitudinal",55.0,Diesel,SUV,Manual
Mahindra,Xylo,1031951,2179,4.0,"Front, Transverse",55.0,Diesel,SUV,Manual
Mahindra,Xylo,1066139,2179,4.0,"Front, Transverse",55.0,Diesel,SUV,Manual
Mahindra,Xylo,1228335,2179,4.0,"Front, Transverse",55.0,Diesel,SUV,Manual
Kia,Seltos,989000,1497,4.0,"Front, Longitudinal",60.0,Petrol,SUV,Manual
Kia,Seltos,1029000,1497,0.0,"Front, Longitudinal",60.0,Petrol,SUV,Manual
Kia,Seltos,1149000,1497,0.0,"Front, Longitudinal",60.0,Petrol,SUV,Manual
Kia,Seltos,1309000,1497,0.0,"Front, Longitudinal",60.0,Petrol,SUV,Manual
Kia,Seltos,1409000,1497,0.0,"Front, Longitudinal",60.0,Petrol,SUV,Automatic
Kia,Seltos,1034000,1493,0.0,"Front, Longitudinal",60.0,Diesel,SUV,Manual
Kia,Seltos,1154000,1493,0.0,"Front, Longitudinal",60.0,Diesel,SUV,Manual
Kia,Seltos,1254000,1493,0.0,"Front, Longitudinal",60.0,Diesel,SUV,Manual
Kia,Seltos,1354000,1493,0.0,"Front, Longitudinal",60.0,Diesel,SUV,Automatic
Kia,Seltos,1534000,1493,0.0,"Front, Longitudinal",60.0,Diesel,SUV,Manual
Kia,Seltos,1634000,1493,0.0,"Front, Longitudinal",60.0,Diesel,SUV,Automatic
Kia,Seltos,1379000,1353,4.0,"Front, Longitudinal",50.0,Petrol,SUV,Manual
Kia,Seltos,1529000,1353,4.0,"Front, Longitudinal",50.0,Petrol,SUV,Manual
Kia,Seltos,1629000,1353,4.0,"Front, Longitudinal",50.0,Petrol,SUV,DCT
Kia,Seltos,1629000,1353,4.0,"Front, Longitudinal",50.0,Petrol,SUV,Manual
Kia,Seltos,1414000,1493,0.0,"Front, Longitudinal",60.0,Diesel,SUV,Manual
Nissan,Terrano,999900,1461,4.0,"Front, Transverse",50.0,Diesel,SUV,Manual
Nissan,Terrano,1464900,1461,4.0,"Front, Transverse",50.0,Diesel,SUV,Automatic
Nissan,Terrano,999900,1598,4.0,"Front, Transverse",50.0,Petrol,SUV,Manual
Nissan,Terrano,1235700,1461,4.0,"Front, Transverse",50.0,Diesel,SUV,Manual
Nissan,Terrano,1419900,1461,4.0,"Front, Transverse",50.0,Diesel,SUV,Manual
Nissan,Terrano,1235700,1461,4.0,"Front, Transverse",50.0,Diesel,SUV,Manual
Tata,Safari Storme,1109005,2179,4.0,"Front, Longitudinal",63.0,Diesel,SUV,Manual
Tata,Safari Storme,1335158,2179,4.0,"Front, Longitudinal",63.0,Diesel,SUV,Manual
Tata,Safari Storme,1479574,2179,4.0,"Front, Longitudinal",63.0,Diesel,SUV,Manual
Tata,Safari Storme,1643829,2179,4.0,"Front, Longitudinal",63.0,Diesel,SUV,Manual
Mg,Hector,1248000,1500,4.0,"Front, Transverse",0.0,Petrol,SUV,Manual
Mg,Hector,1348000,2000,4.0,"Front, Transverse",0.0,Diesel,SUV,Manual
Mg,Hector,1448000,2000,4.0,"Front, Transverse",0.0,Diesel,SUV,Manual
Mg,Hector,1588000,2000,4.0,"Front, Transverse",0.0,Diesel,SUV,Manual
Mg,Hector,1728000,2000,4.0,"Front, Transverse",0.0,Diesel,SUV,Manual
Mg,Hector,1328000,1500,4.0,"Front, Transverse",0.0,Petrol,SUV,Manual
Mg,Hector,1388000,1500,4.0,"Front, Transverse",0.0,Hybrid,SUV,Manual
Mg,Hector,1628000,1500,4.0,"Front, Transverse",0.0,Hybrid,SUV,Manual
Mg,Hector,1498000,1500,4.0,"Front, Transverse",0.0,Hybrid,SUV,Manual
Mg,Hector,1568000,1500,4.0,"Front, Transverse",0.0,Petrol,SUV,DCT
Mg,Hector,1718000,1500,4.0,"Front, Transverse",0.0,Petrol,SUV,DCT
Tata,Nexon Ev,1399000,0,0.0,"Front, Longitudinal",0.0,Electric,SUV,Automatic
Tata,Nexon Ev,1499000,0,0.0,"Front, Longitudinal",0.0,Electric,SUV,Automatic
Tata,Nexon Ev,1599000,0,0.0,"Front, Longitudinal",0.0,Electric,SUV,Automatic
Hyundai,Elantra,1589000,1999,4.0,"Front, Transverse",50.0,Petrol,Sedan,Manual
Hyundai,Elantra,1849000,1999,4.0,"Front, Transverse",50.0,Petrol,Sedan,Manual
Hyundai,Elantra,1949000,1999,4.0,"Front, Transverse",50.0,Petrol,Sedan,AMT
Hyundai,Elantra,2039000,1999,4.0,"Front, Transverse",50.0,Petrol,Sedan,AMT
Hyundai,Tucson,2079717,1995,4.0,"Front, Longitudinal",62.0,Diesel,SUV,Manual
Hyundai,Tucson,1876656,1999,4.0,"Front, Longitudinal",62.0,Petrol,SUV,Manual
Hyundai,Tucson,2364354,1995,4.0,"Front, Longitudinal",62.0,Diesel,SUV,Automatic
Hyundai,Tucson,2187384,1999,4.0,"Front, Longitudinal",62.0,Petrol,SUV,Automatic
Hyundai,Tucson,2697417,1995,4.0,"Front, Longitudinal",62.0,Diesel,SUV,Automatic
Hyundai,Tucson,2373522,1999,4.0,"Front, Longitudinal",62.0,Petrol,SUV,Automatic
Hyundai,Tucson,2246749,1999,4.0,"Front, Longitudinal",62.0,Petrol,SUV,Automatic
Hyundai,Tucson,2423720,1995,4.0,"Front, Longitudinal",62.0,Diesel,SUV,Automatic
Volkswagen,Passat,3021500,1968,4.0,"Front, Transverse",55.0,Diesel,Sedan,Automatic
Volkswagen,Passat,3321500,1968,4.0,"Front, Transverse",66.0,Diesel,Sedan,Automatic
Volkswagen,Passat,2599000,1968,4.0,"Front, Transverse",55.0,Diesel,Sedan,Automatic
Volkswagen,Passat,2899000,1968,4.0,"Front, Transverse",66.0,Diesel,Sedan,Automatic
Mercedes,Mercedes-Benz A-Class,2785288,1595,4.0,"Front, Transverse",50.0,Petrol,Hatchback,Automatic
Mercedes,Mercedes-Benz A-Class,2886871,2143,4.0,"Front, Transverse",50.0,Diesel,Hatchback,Automatic
Volvo,V40 Cross Country,3283000,1984,5.0,"Front, Longitudinal",60.0,Diesel,Hatchback,Automatic
Volvo,V40 Cross Country,2962000,1596,4.0,"Front, Longitudinal",50.0,Petrol,Hatchback,Automatic
Mini,Countryman,3490000,1998,4.0,"Front, Longitudinal",47.0,Petrol,Hatchback,Automatic
Mini,Countryman,3740000,1998,4.0,"Front, Longitudinal",47.0,Diesel,Hatchback,Automatic
Mini,Countryman,4140000,1998,4.0,"Front, Longitudinal",47.0,Petrol,Hatchback,Automatic
Mini,Countryman,4240000,1998,4.0,"Front, Longitudinal",47.0,Petrol,Hatchback,Automatic
Mercedes,Mercedes-Benz C-Class,4020000,1950,4.0,"Front, Longitudinal",66.0,Diesel,Sedan,Automatic
Mercedes,Mercedes-Benz C-Class,4670000,1950,4.0,"Front, Longitudinal",66.0,Diesel,Sedan,Automatic
Mercedes,Mercedes-Benz C-Class,4974750,1950,4.0,"Front, Longitudinal",66.0,Diesel,Sedan,Automatic
Mercedes,Mercedes-Benz C-Class,7500000,3982,8.0,"Front, Longitudinal",66.0,Petrol,Coupe,Automatic
Mercedes,Mercedes-Benz C-Class,4090000,1497,4.0,"Front, Longitudinal",66.0,Petrol,Sedan,Automatic
Mercedes,Mercedes-Benz C-Class,4654000,1497,4.0,"Front, Longitudinal",66.0,Petrol,Sedan,Automatic
Toyota,Prius,4509000,1798,4.0,"Front, Longitudinal",43.0,Hybrid,Sedan,Automatic
Lexus,Es,5695000,2487,4.0,"Front, Transverse",0.0,Hybrid,Sedan,Automatic
Lexus,Nx 300H,6060000,2494,6.0,"Front, Transverse",56.0,Petrol,SUV,Automatic
Lexus,Nx 300H,5990000,2494,6.0,"Front, Transverse",56.0,Petrol,SUV,Automatic
Jaguar,F-Pace,6463780,1999,4.0,"Front, Longitudinal",60.0,Diesel,SUV,Automatic
Jaguar,F-Pace,6422809,1997,4.0,"Front, Longitudinal",60.0,Petrol,SUV,Automatic
Volvo,V90 Cross Country,6531000,1969,4.0,"Front, Longitudinal",60.0,Diesel,SUV,Automatic
Audi,A5 Cabriolet,6948200,1968,4.0,"Front, Longitudinal",58.0,Diesel,Convertible,Automatic
Mercedes,Mercedes-Benz Gle,7370000,1950,4.0,"Front, Longitudinal",93.0,Diesel,SUV,Automatic
Mercedes,Mercedes-Benz Gle,12500000,2925,6.0,"Front, Longitudinal",93.0,Diesel,SUV,Automatic
Mercedes,Mercedes-Benz Cls,8470000,1950,4.0,"Front, Transverse",0.0,Diesel,Sedan,Automatic
Bmw,X7,10490000,2998,6.0,"Front, Longitudinal",80.0,Petrol,SUV,Automatic
Bmw,X7,10250000,2993,6.0,"Front, Longitudinal",80.0,Diesel,SUV,Automatic
Bmw,M4,13590000,2979,6.0,"Front, Longitudinal",60.0,Petrol,Coupe,Automatic
Porsche,911,17420000,2981,6.0,"Rear Mid, Transverse",64.0,Petrol,Coupe,Automatic
Porsche,911,18844000,2981,6.0,"Rear Mid, Transverse",64.0,Petrol,Convertible,Automatic
Nissan,Gtr,21240272,3799,6.0,"Front, Longitudinal",74.0,Petrol,Coupe,Automatic
Aston Martin,Vantage,29500000,3982,8.0,"Front, Longitudinal",73.0,Petrol,Coupe,Automatic
Aston Martin,Rapide,38845823,5935,12.0,"Mid, Longitudinal",90.5,Petrol,Sedan,Automatic
Ferrari,812 Superfast,52000000,6496,12.0,"Front, Longitudinal",92.0,Petrol,Coupe,Automatic
Maruti Suzuki,Alto 800 Tour,354235,796,3.0,"Front, Transverse",35.0,Petrol,Hatchback,Manual
Maruti Suzuki,Alto 800 Tour,356559,796,3.0,"Front, Transverse",35.0,Petrol,Hatchback,Manual
Hyundai,Grand I10 Nios,675090,1186,3.0,"Front, Transverse",37.0,Diesel,Hatchback,Manual
Hyundai,Grand I10 Nios,504990,1197,4.0,"Front, Transverse",37.0,Petrol,Hatchback,Manual
Hyundai,Grand I10 Nios,589610,1197,4.0,"Front, Transverse",37.0,Petrol,Hatchback,Manual
Hyundai,Grand I10 Nios,642610,1197,4.0,"Front, Transverse",37.0,Petrol,Hatchback,Automatic
Hyundai,Grand I10 Nios,643350,1197,4.0,"Front, Transverse",37.0,Petrol,Hatchback,Manual
Hyundai,Grand I10 Nios,703350,1197,4.0,"Front, Transverse",37.0,Petrol,Hatchback,Automatic
Hyundai,Grand I10 Nios,673350,1197,4.0,"Front, Transverse",37.0,Petrol,Hatchback,Manual
Hyundai,Grand I10 Nios,718950,1197,4.0,"Front, Transverse",37.0,Petrol,Hatchback,Manual
Hyundai,Grand I10 Nios,790350,1186,3.0,"Front, Transverse",37.0,Diesel,Hatchback,Automatic
Hyundai,Grand I10 Nios,804450,1186,3.0,"Front, Transverse",37.0,Diesel,Hatchback,Manual
Hyundai,Xcent,643769,1197,4.0,"Front, Transverse",43.0,Petrol,Sedan,Manual
Hyundai,Xcent,733734,1197,4.0,"Front, Longitudinal",43.0,Petrol,Sedan,Automatic
Hyundai,Xcent,705546,1197,4.0,"Front, Transverse",43.0,Petrol,Sedan,Manual
Hyundai,Xcent,782346,1197,4.0,"Front, Transverse",43.0,Petrol,Sedan,Manual
Hyundai,Xcent,742033,1120,3.0,"Front, Transverse",43.0,Diesel,Sedan,Manual
Hyundai,Xcent,581078,1197,4.0,"Front, Longitudinal",43.0,Petrol,Sedan,Manual
Hyundai,Xcent,798558,1120,3.0,"Front, Transverse",43.0,Diesel,Sedan,Manual
Hyundai,Xcent,875358,1120,3.0,"Front, Transverse",43.0,Diesel,Sedan,Manual
Hyundai,Xcent,673261,1197,4.0,"Front, Transverse",43.0,Diesel,Sedan,Manual
Nissan,Micra,662880,1198,3.0,"Front, Transverse",41.0,Petrol,Hatchback,Automatic
Nissan,Micra,781686,1198,3.0,"Front, Transverse",41.0,Petrol,Hatchback,Automatic
Nissan,Micra,743504,1461,4.0,"Front, Transverse",41.0,Diesel,Hatchback,Manual
Nissan,Micra,812964,1461,4.0,"Front, Transverse",41.0,Diesel,Hatchback,Manual
Mahindra,Bolero,942263,2523,4.0,"Front, Transverse",60.0,Diesel,SUV,Manual
Mahindra,Bolero,917055,2523,4.0,"Front, Transverse",60.0,Diesel,SUV,Manual
Mahindra,Bolero,860720,2523,4.0,"Front, Transverse",60.0,Diesel,SUV,Manual
Mahindra,Bolero,815883,2523,4.0,"Front, Transverse",60.0,Diesel,SUV,Manual
Mahindra,Bolero,773678,2523,4.0,"Front, Transverse",60.0,Diesel,SUV,Manual
Maruti Suzuki,Ciaz,1102689,1248,4.0,"Front, Transverse",43.0,Diesel,Sedan,Manual
Maruti Suzuki,Ciaz,919689,1248,4.0,"Front, Transverse",43.0,Diesel,Sedan,Manual
Maruti Suzuki,Ciaz,980689,1248,4.0,"Front, Transverse",43.0,Diesel,Sedan,Manual
Maruti Suzuki,Ciaz,1062689,1248,4.0,"Front, Transverse",43.0,Diesel,Sedan,Manual
Maruti Suzuki,Ciaz,819689,1462,4.0,"Front, Transverse",43.0,Petrol,Sedan,Manual
Maruti Suzuki,Ciaz,881689,1462,4.0,"Front, Transverse",43.0,Petrol,Sedan,Manual
Maruti Suzuki,Ciaz,958689,1462,4.0,"Front, Transverse",43.0,Petrol,Sedan,Manual
Maruti Suzuki,Ciaz,997689,1462,4.0,"Front, Transverse",43.0,Petrol,Sedan,Manual
Maruti Suzuki,Ciaz,980689,1462,4.0,"Front, Transverse",43.0,Petrol,Sedan,Automatic
Maruti Suzuki,Ciaz,1058688,1462,4.0,"Front, Transverse",43.0,Petrol,Sedan,Automatic
Maruti Suzuki,Ciaz,1098689,1462,4.0,"Front, Transverse",43.0,Petrol,Sedan,Automatic
Maruti Suzuki,Ciaz,1138189,1498,4.0,"Front, Transverse",43.0,Diesel,Sedan,Manual
Maruti Suzuki,Ciaz,997689,1498,4.0,"Front, Transverse",43.0,Diesel,Sedan,Manual
Maruti Suzuki,Ciaz,1109189,1498,4.0,"Front, Transverse",43.0,Diesel,Sedan,Manual
Skoda,Rapid,998599,1598,4.0,"Front, Transverse",55.0,Petrol,Sedan,Manual
Skoda,Rapid,1006139,1498,4.0,"Front, Transverse",55.0,Diesel,Sedan,Manual
Skoda,Rapid,881916,1598,4.0,"Front, Transverse",55.0,Petrol,Sedan,Manual
Skoda,Rapid,1129599,1498,4.0,"Front, Transverse",55.0,Diesel,Sedan,Manual
Skoda,Rapid,1249599,1498,4.0,"Front, Transverse",55.0,Diesel,Sedan,Automatic
Skoda,Rapid,1243599,1598,4.0,"Front, Transverse",55.0,Petrol,Sedan,Automatic
Skoda,Rapid,1399599,1498,4.0,"Front, Transverse",55.0,Diesel,Sedan,Automatic
Skoda,Rapid,1273599,1498,4.0,"Front, Transverse",55.0,Diesel,Sedan,Manual
Skoda,Rapid,1115599,1598,4.0,"Front, Transverse",55.0,Petrol,Sedan,Manual
Skoda,Rapid,999599,1598,4.0,"Front, Transverse",55.0,Petrol,Sedan,Automatic
Skoda,Rapid,975599,1598,4.0,"Front, Transverse",55.0,Petrol,Sedan,Manual
Skoda,Rapid,1099599,1598,4.0,"Front, Transverse",55.0,Petrol,Sedan,Automatic
Skoda,Rapid,1158599,1498,4.0,"Front, Transverse",55.0,Diesel,Sedan,Manual
Skoda,Rapid,1273599,1498,4.0,"Front, Transverse",55.0,Diesel,Sedan,Automatic
Fiat,Abarth Punto,980970,1368,4.0,"Front, Transverse",0.0,Petrol,Hatchback,Manual
Hyundai,Creta,999990,1396,4.0,"Front, Transverse",55.0,Diesel,SUV,Manual
Hyundai,Creta,999990,1591,4.0,"Front, Transverse",55.0,Petrol,SUV,Manual
Hyundai,Creta,1232534,1591,4.0,"Front, Transverse",55.0,Petrol,SUV,Manual
Hyundai,Creta,1394437,1591,4.0,"Front, Transverse",55.0,Petrol,SUV,Manual
Hyundai,Creta,1377363,1591,4.0,"Front, Transverse",55.0,Petrol,SUV,Automatic
Hyundai,Creta,1287041,1591,4.0,"Front, Transverse",55.0,Petrol,SUV,Automatic
Hyundai,Creta,1197919,1396,4.0,"Front, Transverse",55.0,Diesel,SUV,Manual
Hyundai,Creta,1366797,1582,4.0,"Front, Transverse",55.0,Diesel,SUV,Manual
Hyundai,Creta,1543564,1582,4.0,"Front, Transverse",55.0,Diesel,SUV,Manual
Hyundai,Creta,1527395,1582,4.0,"Front, Transverse",55.0,Diesel,SUV,Automatic
Hyundai,Creta,1421208,1582,4.0,"Front, Transverse",55.0,Diesel,SUV,Manual
Hyundai,Creta,1336033,1582,4.0,"Front, Transverse",55.0,Diesel,SUV,Automatic
Hyundai,Creta,1422937,1591,4.0,"Front, Transverse",55.0,Petrol,SUV,Manual
Hyundai,Creta,1572064,1582,4.0,"Front, Transverse",55.0,Diesel,SUV,Manual
Hyundai,Creta,1107167,1396,4.0,"Front, Transverse",55.0,Diesel,SUV,Manual
Hyundai,Creta,1092192,1591,4.0,"Front, Transverse",55.0,Petrol,SUV,Manual
Hyundai,Creta,1279983,1591,4.0,"Front, Transverse",55.0,Petrol,SUV,Manual
Hyundai,Creta,1414247,1582,4.0,"Front, Transverse",55.0,Diesel,SUV,Manual
Tata,Harrier,1345363,1956,3.0,"Front, Transverse",50.0,Diesel,SUV,Manual
Tata,Harrier,1471368,1956,3.0,"Front, Transverse",50.0,Diesel,SUV,Manual
Tata,Harrier,1591368,1956,3.0,"Front, Transverse",50.0,Diesel,Hatchback,Manual
Tata,Harrier,1721368,1956,3.0,"Front, Transverse",50.0,Diesel,Hatchback,Manual
Tata,Harrier,1732231,1956,3.0,"Front, Transverse",50.0,Diesel,Hatchback,Manual
Tata,Harrier,1730755,1956,3.0,"Front, Transverse",50.0,Diesel,Hatchback,Manual
Isuzu,Dmax V-Cross,1654783,2499,4.0,"Front, Transverse",0.0,Diesel,Pick-up,Manual
Isuzu,Dmax V-Cross,1806813,2499,4.0,"Front, Transverse",0.0,Diesel,Pick-up,Manual
Isuzu,Dmax V-Cross,1999000,1898,4.0,"Front, Transverse",0.0,Diesel,Pick-up,Automatic
Mitsubishi,Outlander,2693000,2360,4.0,0,60.0,Petrol,SUV,Automatic
Mercedes,Mercedes-Benz Gla-Class,3438000,1991,4.0,"Front, Longitudinal",50.0,Petrol,SUV,Automatic
Mercedes,Mercedes-Benz Gla-Class,3233000,2143,4.0,"Front, Longitudinal",70.0,Diesel,SUV,Automatic
Mercedes,Mercedes-Benz Gla-Class,3564000,2143,4.0,"Front, Longitudinal",70.0,Diesel,SUV,Automatic
Mercedes,Mercedes-Benz Gla-Class,7784944,1991,4.0,"Front, Longitudinal",50.0,Petrol,SUV,Automatic
Mercedes,Mercedes-Benz Gla-Class,3864000,2143,4.0,"Front, Longitudinal",70.0,Diesel,SUV,Automatic
Mercedes,Mercedes-Benz Gla-Class,8067000,1991,4.0,"Front, Longitudinal",50.0,Petrol,SUV,Automatic
Honda,Accord Hybrid,4321237,1993,4.0,"Front, Transverse",60.0,Hybrid,Sedan,Automatic
Bmw,5-Series,5930000,1995,4.0,"Front, Longitudinal",70.0,Diesel,Sedan,Automatic
Bmw,5-Series,6680000,2993,6.0,"Front, Longitudinal",70.0,Diesel,Sedan,Automatic
Bmw,5-Series,5980000,1998,6.0,"Front, Longitudinal",70.0,Petrol,Sedan,Automatic
Bmw,6-Series,6890000,2993,6.0,"Front, Longitudinal",88.0,Diesel,Sedan,Automatic
Bmw,6-Series,7450000,2993,6.0,"Front, Longitudinal",88.0,Diesel,Sedan,Automatic
Bmw,6-Series,6440000,4395,8.0,"Front, Longitudinal",70.0,Petrol,Coupe,Automatic
Bmw,6-Series,6440000,1995,4.0,"Front, Longitudinal",66.0,Diesel,Sedan,Automatic
Porsche,Macan,8503000,2995,6.0,"Front, Longitudinal",65.0,Petrol,SUV,Automatic
Porsche,Macan,6998000,1984,6.0,"Front, Longitudinal",65.0,Petrol,SUV,Automatic
Jaguar,F-Type,23659454,5000,0.0,0,0.0,Petrol,Convertible,Automatic
Jaguar,F-Type,22155390,5000,6.0,"Front, Longitudinal",72.0,Petrol,Coupe,Automatic
Jaguar,F-Type,26501830,5000,8.0,"Front, Longitudinal",70.0,Petrol,Coupe,Automatic
Jaguar,F-Type,28004965,5000,8.0,"Front, Longitudinal",70.0,Petrol,Convertible,Automatic
Jaguar,F-Type,9092578,1997,6.0,"Front, Longitudinal",63.0,Petrol,Coupe,Automatic
Jaguar,F-Type,10144987,1997,6.0,"Front, Longitudinal",63.0,Petrol,Convertible,Automatic
Jaguar,F-Type,10419200,1997,8.0,"Front, Longitudinal",63.0,Petrol,Convertible,Automatic
Jaguar,F-Type,9366433,1997,4.0,"Front, Longitudinal",63.0,Petrol,Coupe,Automatic
Bmw,M5,15490000,4395,8.0,"Front, Longitudinal",68.0,Petrol,Sedan,Automatic
Lexus,Lx 570,23290000,5700,0.0,"Front, Transverse",93.0,Diesel,SUV,Automatic
Ferrari,458 Spider,43367500,3902,8.0,"Front, Longitudinal",86.0,Petrol,"Coupe, Convertible",Automatic
Maruti Suzuki R,Wagon,479000,998,3.0,"Front, Transverse",32.0,Petrol,Hatchback,Manual
Maruti Suzuki R,Wagon,526000,998,3.0,"Front, Transverse",32.0,Petrol,Hatchback,Automatic
Maruti Suzuki R,Wagon,548000,1197,3.0,"Front, Transverse",32.0,Petrol,Hatchback,Manual
Maruti Suzuki R,Wagon,434000,998,3.0,"Front, Transverse",32.0,Petrol,Hatchback,Manual
Maruti Suzuki R,Wagon,513501,1197,3.0,"Front, Transverse",32.0,Petrol,Hatchback,Manual
Maruti Suzuki R,Wagon,560500,1197,3.0,"Front, Transverse",32.0,Petrol,Hatchback,Automatic
Maruti Suzuki R,Wagon,594800,1197,3.0,"Front, Transverse",32.0,Petrol,Hatchback,Automatic
Maruti Suzuki R,Wagon,441000,998,3.0,"Front, Transverse",32.0,Petrol,Hatchback,Manual
Maruti Suzuki R,Wagon,486001,998,3.0,"Front, Transverse",32.0,Petrol,Hatchback,Manual
Maruti Suzuki R,Wagon,520500,1197,3.0,"Front, Transverse",32.0,Petrol,Hatchback,Manual
Maruti Suzuki R,Wagon,567500,1197,3.0,"Front, Transverse",32.0,Petrol,Hatchback,Automatic
Maruti Suzuki R,Wagon,533000,998,3.0,"Front, Transverse",32.0,Petrol,Hatchback,Automatic
Maruti Suzuki R,Wagon,500500,998,3.0,"Front, Transverse",32.0,CNG,Hatchback,Manual
Maruti Suzuki R,Wagon,507500,998,3.0,"Front, Transverse",32.0,CNG,Hatchback,Manual
Tata,Tiago Nrg,594993,1199,3.0,"Front, Transverse",35.0,Petrol,Crossover,Manual
Tata,Tiago Nrg,689993,1047,3.0,"Front, Transverse",35.0,Diesel,Crossover,Manual
Tata,Tiago Nrg,639993,1199,3.0,"Front, Transverse",35.0,Petrol,Crossover,AMT
Mahindra,Nuvosport,797802,1493,3.0,"Front, Transverse",60.0,Diesel,SUV,Manual
Mahindra,Nuvosport,905642,1493,3.0,"Front, Transverse",60.0,Diesel,SUV,Manual
Mahindra,Nuvosport,984818,1493,3.0,"Front, Transverse",60.0,Diesel,SUV,Manual
Mahindra,Nuvosport,832415,1493,3.0,"Front, Transverse",0.0,Diesel,SUV,Manual
Mahindra,Nuvosport,972359,1493,3.0,"Front, Transverse",60.0,Diesel,SUV,Automatic
Mahindra,Nuvosport,1048603,1493,3.0,"Front, Transverse",60.0,Diesel,SUV,Automatic
Nissan,Kicks,955000,1498,4.0,"Front, Transverse",50.0,Petrol,SUV,Manual
Nissan,Kicks,1095000,1498,4.0,"Front, Transverse",50.0,Petrol,SUV,Manual
Nissan,Kicks,1109000,1461,4.0,"Front, Transverse",50.0,Diesel,SUV,Manual
Nissan,Kicks,1251000,1461,4.0,"Front, Transverse",50.0,Diesel,SUV,Manual
Nissan,Kicks,1369000,1461,4.0,"Front, Transverse",50.0,Diesel,SUV,Manual
Nissan,Kicks,1465000,1461,4.0,"Front, Transverse",50.0,Diesel,SUV,Manual
Nissan,Kicks,1465000,1461,4.0,"Front, Transverse",50.0,Diesel,SUV,Manual
Nissan,Kicks,989000,1461,4.0,"Front, Transverse",50.0,Diesel,SUV,Manual
Tata,Winger,1205000,2200,4.0,"Front, Longitudinal",60.0,Diesel,MUV,Manual
Hyundai,Kona Electric,2371858,0,0.0,"Front, Longitudinal",0.0,Electric,SUV,Automatic
Toyota,Camry,3788000,2487,4.0,"Front, Transverse",50.0,Hybrid,Sedan,Automatic
Audi,A5,6061200,1968,4.0,"Front, Longitudinal",0.0,Diesel,Sedan,Automatic
Land Rover,Discovery,10205494,2993,6.0,"Front, Longitudinal",85.0,Diesel,SUV,Automatic
Land Rover,Discovery,9689321,2993,6.0,"Front, Longitudinal",85.0,Diesel,SUV,Automatic
Land Rover,Discovery,8433741,2995,6.0,"Front, Longitudinal",89.0,Petrol,SUV,Automatic
Land Rover,Discovery,8077550,2995,6.0,"Front, Longitudinal",89.0,Petrol,SUV,Automatic
Land Rover,Discovery,8877094,2993,6.0,"Front, Longitudinal",85.0,Diesel,SUV,Automatic
Land Rover,Discovery,7693664,2995,6.0,"Front, Longitudinal",89.0,Petrol,SUV,Automatic
Land Rover,Discovery,10861088,2993,6.0,"Front, Longitudinal",85.0,Diesel,SUV,Automatic
Land Rover,Discovery,8937846,2995,6.0,"Front, Longitudinal",89.0,Petrol,SUV,Automatic
Lexus,Ls 500H,18221000,3456,6.0,"Front, Transverse",82.0,Hybrid,SUV,Automatic
Lexus,Ls 500H,18736000,3456,6.0,"Front, Transverse",82.0,Hybrid,SUV,Automatic
Lexus,Ls 500H,19371000,3456,6.0,"Front, Transverse",82.0,Hybrid,SUV,Automatic
Rolls-Royce,Rolls-Royce Phantom,95000000,6749,12.0,"Front, Longitudinal",100.0,Petrol,Sedan,Automatic
Rolls-Royce,Rolls-Royce Phantom,75400000,6749,12.0,"Front, Longitudinal",100.0,Petrol,Sedan,Automatic
Fiat,Punto Evo,535562,1172,4.0,"Front, Transverse",45.0,Petrol,Hatchback,Manual
Fiat,Punto Evo,631292,1172,4.0,"Front, Transverse",45.0,Diesel,Hatchback,Manual
Fiat,Punto Evo,692655,1248,4.0,"Front, Longitudinal",45.0,Diesel,Hatchback,Manual
Fiat,Punto Evo,747774,1248,4.0,"Front, Transverse",45.0,Diesel,Hatchback,Manual
Toyota,Yaris,940000,1496,4.0,0,42.0,Petrol,Sedan,Manual
Toyota,Yaris,1055000,1496,4.0,"Front, Transverse",42.0,Petrol,Sedan,Manual
Toyota,Yaris,1174000,1498,4.0,"Front, Transverse",42.0,Petrol,Sedan,Manual
Toyota,Yaris,1418000,1496,4.0,"Front, Transverse",42.0,Petrol,Sedan,Automatic
Toyota,Yaris,1175000,1496,4.0,"Front, Transverse",42.0,Petrol,Sedan,Automatic
Toyota,Yaris,1010000,1496,4.0,"Front, Transverse",42.0,Petrol,Sedan,Automatic
Toyota,Yaris,1294000,1496,4.0,"Front, Transverse",42.0,Petrol,Sedan,Automatic
Toyota,Yaris,1296000,1496,4.0,"Front, Transverse",42.0,Petrol,Sedan,Manual
Toyota,Yaris,1197000,1498,4.0,"Front, Transverse",42.0,Petrol,Sedan,Manual
Toyota,Yaris,876000,1496,4.0,0,42.0,Petrol,Sedan,Manual
Toyota,Yaris,974000,1496,4.0,"Front, Transverse",42.0,Petrol,Sedan,Manual
Toyota,Yaris,935000,1496,4.0,0,42.0,Petrol,Sedan,Automatic
Toyota,Yaris,1083000,1496,4.0,"Front, Transverse",42.0,Petrol,Sedan,Automatic
Toyota,Yaris,1317000,1498,4.0,"Front, Transverse",42.0,Petrol,Sedan,Automatic
Skoda,Octavia,1599599,1395,4.0,"Front, Transverse",50.0,Petrol,Sedan,Manual
